,Manufacturer,Crash,Fire,NumberOfInjured,DateOfIncident,Make
27455,Chrysler (FCA US LLC),Yes,No,6,2015-11-04,JEEP
27456,Chrysler (FCA US LLC),No,Yes,0,2013-12-03,JEEP
27457,Chrysler (FCA US LLC),No,Yes,0,2015-12-29,JEEP
27458,Chrysler (FCA US LLC),Yes,No,1,2016-03-12,JEEP
27459,Chrysler (FCA US LLC),No,Yes,0,2015-07-22,JEEP
27460,Chrysler (FCA US LLC),No,Yes,0,2016-04-04,JEEP
27461,Chrysler (FCA US LLC),No,Yes,0,2018-03-25,JEEP
27462,Chrysler (FCA US LLC),No,Yes,0,2017-01-16,JEEP
27463,Chrysler (FCA US LLC),Yes,No,0,2017-03-09,JEEP
27464,Chrysler (FCA US LLC),Yes,No,1,2017-02-25,JEEP
27465,Chrysler (FCA US LLC),No,Yes,0,2016-02-10,JEEP
27466,Chrysler (FCA US LLC),No,Yes,0,2016-11-16,JEEP
27480,Chrysler (FCA US LLC),No,Yes,0,2011-04-07,JEEP
27481,Chrysler (FCA US LLC),No,Yes,0,2012-11-19,JEEP
27482,Chrysler (FCA US LLC),Yes,No,0,2014-05-07,JEEP
27483,Chrysler (FCA US LLC),No,Yes,1,2014-05-28,JEEP
27484,Chrysler (FCA US LLC),Yes,No,0,2014-07-19,JEEP
27485,Chrysler (FCA US LLC),Yes,No,2,2013-07-12,JEEP
27486,Chrysler (FCA US LLC),Yes,No,0,2015-04-27,JEEP
27493,PACCAR Incorporated,No,Yes,0,2011-04-19,KENWORTH
27495,PACCAR Incorporated,No,Yes,0,2010-11-20,KENWORTH
27497,Keystone RV Company,No,Yes,0,2016-03-19,KEYSTONE
27504,Kia Motors America,Yes,No,0,2011-04-12,KIA
27505,Kia Motors America,Yes,No,1,2014-10-25,KIA
27506,Kia Motors America,Yes,No,0,2016-06-05,KIA
27507,Kia Motors America,Yes,No,3,2017-07-31,KIA
27513,Kia Motors America,Yes,No,0,2011-05-25,KIA
27514,Kia Motors America,Yes,No,0,2015-01-26,KIA
27515,Kia Motors America,Yes,Yes,0,2015-03-28,KIA
27516,Kia Motors America,Yes,No,1,2015-09-08,KIA
27517,Kia Motors America,Yes,No,1,2017-11-02,KIA
27522,Kia Motors America,No,Yes,0,2011-04-27,KIA
27523,Kia Motors America,No,Yes,0,2011-04-27,KIA
27534,Kia Motors America,Yes,No,2,2013-01-17,KIA
27535,Kia Motors America,No,Yes,0,2013-06-26,KIA
27536,Kia Motors America,Yes,No,0,2014-01-09,KIA
27537,Kia Motors America,No,Yes,0,2014-07-30,KIA
27538,Kia Motors America,No,Yes,0,2015-01-27,KIA
27539,Kia Motors America,No,Yes,0,2015-05-13,KIA
27540,Kia Motors America,No,Yes,0,2017-12-16,KIA
27541,Kia Motors America,No,Yes,0,2017-05-15,KIA
27542,Kia Motors America,Yes,No,0,2017-05-09,KIA
27554,Kia Motors America,Yes,No,0,2010-09-15,KIA
27555,Kia Motors America,Yes,No,1,2010-10-23,KIA
27556,Kia Motors America,No,Yes,0,2012-12-07,KIA
27557,Kia Motors America,Yes,No,5,2014-03-28,KIA
27558,Kia Motors America,No,Yes,0,2014-08-08,KIA
27559,Kia Motors America,No,Yes,0,2016-03-18,KIA
27560,Kia Motors America,No,Yes,0,2016-10-19,KIA
27574,Kia Motors America,Yes,No,1,2011-08-08,KIA
27575,Kia Motors America,Yes,No,0,2015-03-19,KIA
27576,Kia Motors America,Yes,No,0,2017-08-05,KIA
27578,Automobili Lamborghini,Yes,No,1,2013-03-30,LAMBORGHINI
27582,Toyota Motor Corporation,Yes,No,1,2015-04-22,LEXUS
27583,Toyota Motor Corporation,Yes,No,0,2017-01-17,LEXUS
27584,Toyota Motor Corporation,Yes,No,0,2012-06-24,LEXUS
27585,Toyota Motor Corporation,Yes,No,1,2014-03-10,LEXUS
27586,Toyota Motor Corporation,Yes,No,1,2014-08-11,LEXUS
27587,Toyota Motor Corporation,Yes,No,0,2015-02-09,LEXUS
27588,Toyota Motor Corporation,Yes,No,1,2016-03-17,LEXUS
27589,Toyota Motor Corporation,Yes,No,0,2017-11-11,LEXUS
27590,Toyota Motor Corporation,Yes,No,1,2017-08-11,LEXUS
27592,Toyota Motor Corporation,Yes,No,0,2011-04-28,LEXUS
27594,Toyota Motor Corporation,Yes,No,0,2012-10-01,LEXUS
27595,Toyota Motor Corporation,Yes,No,0,2016-01-15,LEXUS
27596,Toyota Motor Corporation,Yes,No,2,2017-08-25,LEXUS
27597,Toyota Motor Corporation,Yes,No,1,2013-06-17,LEXUS
27630,Toyota Motor Corporation,Yes,No,0,2012-08-02,LEXUS
27631,Toyota Motor Corporation,Yes,No,0,2013-05-17,LEXUS
27632,Toyota Motor Corporation,Yes,No,0,2014-01-21,LEXUS
27633,Toyota Motor Corporation,Yes,No,0,2015-01-07,LEXUS
27634,Toyota Motor Corporation,Yes,No,1,2015-08-01,LEXUS
27635,Toyota Motor Corporation,Yes,No,2,2015-06-16,LEXUS
27636,Toyota Motor Corporation,Yes,No,0,2016-01-15,LEXUS
27646,Ford Motor Company,Yes,No,1,2013-02-12,LINCOLN
27651,Ford Motor Company,Yes,No,0,2010-10-27,LINCOLN
27670,Mazda Motor Corp.,No,Yes,0,2010-10-26,MAZDA
27671,Mazda Motor Corp.,Yes,No,0,2011-08-29,MAZDA
27672,Mazda Motor Corp.,Yes,No,0,2013-02-18,MAZDA
27674,Mazda Motor Corp.,Yes,No,0,2014-08-02,MAZDA
27675,Mazda Motor Corp.,No,Yes,0,2014-12-01,MAZDA
27676,Mazda Motor Corp.,Yes,No,1,2015-11-02,MAZDA
27684,Mazda Motor Corp.,Yes,Yes,6,2012-02-22,MAZDA
27685,Mazda Motor Corp.,No,Yes,0,2012-07-31,MAZDA
27686,Mazda Motor Corp.,Yes,No,0,2013-06-06,MAZDA
27687,Mazda Motor Corp.,Yes,Yes,0,2014-05-30,MAZDA
27688,Mazda Motor Corp.,No,Yes,0,2015-12-30,MAZDA
27689,Mazda Motor Corp.,Yes,No,2,2016-03-25,MAZDA
27690,Mazda Motor Corp.,Yes,No,0,2016-09-01,MAZDA
27702,Mazda Motor Corp.,No,Yes,0,2012-02-27,MAZDA
27703,Mazda Motor Corp.,Yes,No,1,2013-08-02,MAZDA
27704,Mazda Motor Corp.,Yes,No,1,2014-04-30,MAZDA
27705,Mazda Motor Corp.,No,Yes,0,2014-08-08,MAZDA
27706,Mazda Motor Corp.,Yes,No,0,2015-04-12,MAZDA
27707,Mazda Motor Corp.,Yes,No,1,2015-07-08,MAZDA
27708,Mazda Motor Corp.,No,Yes,0,2015-08-30,MAZDA
27709,Mazda Motor Corp.,Yes,No,1,2011-07-12,MAZDA
27717,Ford Motor Company,No,Yes,0,2012-04-19,MERCURY
27718,Ford Motor Company,No,Yes,0,2014-05-09,MERCURY
27719,Ford Motor Company,No,Yes,0,2017-11-29,MERCURY
27720,Ford Motor Company,Yes,No,0,2016-11-04,MERCURY
27729,Ford Motor Company,No,Yes,0,2011-02-15,MERCURY
27731,Ford Motor Company,Yes,No,1,2011-06-24,MERCURY
27732,Ford Motor Company,Yes,No,0,2011-02-09,MERCURY
27733,Ford Motor Company,Yes,No,1,2016-08-06,MERCURY
27741,"BMW of North America, LLC",No,Yes,0,2011-11-25,MINI
27742,"BMW of North America, LLC",No,Yes,0,2011-04-10,MINI
27743,"BMW of North America, LLC",No,Yes,0,2012-04-28,MINI
27744,"BMW of North America, LLC",Yes,No,0,2012-10-01,MINI
27745,"BMW of North America, LLC",Yes,No,0,2013-03-16,MINI
27746,"BMW of North America, LLC",No,Yes,0,2016-06-16,MINI
27747,"BMW of North America, LLC",No,Yes,0,2017-06-12,MINI
27751,"Mitsubishi Motors North America, Inc.",Yes,No,0,2013-07-01,MITSUBISHI
27752,"Mitsubishi Motors North America, Inc.",Yes,No,1,2016-05-09,MITSUBISHI
27753,"Mitsubishi Motors North America, Inc.",Yes,No,0,2016-09-12,MITSUBISHI
27764,"Mitsubishi Motors North America, Inc.",Yes,No,1,2011-05-25,MITSUBISHI
27765,"Mitsubishi Motors North America, Inc.",Yes,No,1,2012-03-16,MITSUBISHI
27766,"Mitsubishi Motors North America, Inc.",Yes,No,1,2012-06-20,MITSUBISHI
27767,"Mitsubishi Motors North America, Inc.",Yes,No,1,2014-11-14,MITSUBISHI
27768,"Mitsubishi Motors North America, Inc.",Yes,No,2,2011-03-29,MITSUBISHI
27769,"Mitsubishi Motors North America, Inc.",Yes,No,0,2016-03-01,MITSUBISHI
27770,"Mitsubishi Motors North America, Inc.",Yes,No,1,2017-01-11,MITSUBISHI
27782,"Mitsubishi Motors North America, Inc.",No,Yes,0,2012-06-24,MITSUBISHI
27783,"Mitsubishi Motors North America, Inc.",Yes,No,0,2011-06-15,MITSUBISHI
27784,"Mitsubishi Motors North America, Inc.",Yes,No,0,2015-11-01,MITSUBISHI
27791,"Mitsubishi Motors North America, Inc.",Yes,No,1,2013-01-17,MITSUBISHI
27792,"Mitsubishi Motors North America, Inc.",Yes,No,0,2014-04-04,MITSUBISHI
27793,"Mitsubishi Motors North America, Inc.",Yes,No,1,2015-12-28,MITSUBISHI
27794,"Mitsubishi Motors North America, Inc.",Yes,No,0,2017-05-14,MITSUBISHI
27796,Newmar Corporation,No,Yes,0,2011-06-20,NEWMAR
27808,"Nissan North America, Inc.",Yes,No,0,2010-11-23,NISSAN
27809,"Nissan North America, Inc.",Yes,No,1,2011-09-30,NISSAN
27810,"Nissan North America, Inc.",Yes,Yes,2,2012-07-31,NISSAN
27811,"Nissan North America, Inc.",Yes,No,0,2012-08-01,NISSAN
27812,"Nissan North America, Inc.",No,Yes,0,2013-09-19,NISSAN
27813,"Nissan North America, Inc.",Yes,No,1,2014-10-20,NISSAN
27814,"Nissan North America, Inc.",Yes,No,1,2015-02-11,NISSAN
27815,"Nissan North America, Inc.",Yes,No,1,2018-04-08,NISSAN
27816,"Nissan North America, Inc.",Yes,No,0,2016-06-12,NISSAN
27823,"Nissan North America, Inc.",Yes,No,1,2010-10-16,NISSAN
27825,"Nissan North America, Inc.",Yes,No,0,2013-04-06,NISSAN
27826,"Nissan North America, Inc.",Yes,No,0,2013-11-12,NISSAN
27827,"Nissan North America, Inc.",Yes,No,0,2012-11-14,NISSAN
27830,"Nissan North America, Inc.",Yes,No,1,2014-08-19,NISSAN
27831,"Nissan North America, Inc.",Yes,No,3,2013-10-08,NISSAN
27843,"Nissan North America, Inc.",Yes,No,0,2011-01-19,NISSAN
27844,"Nissan North America, Inc.",Yes,No,0,2011-03-19,NISSAN
27845,"Nissan North America, Inc.",Yes,No,1,2013-08-02,NISSAN
27846,"Nissan North America, Inc.",No,Yes,0,2014-01-17,NISSAN
27847,"Nissan North America, Inc.",Yes,No,1,2014-04-09,NISSAN
27848,"Nissan North America, Inc.",Yes,No,0,2015-12-22,NISSAN
27875,"Nissan North America, Inc.",Yes,No,0,2010-09-10,NISSAN
27876,"Nissan North America, Inc.",Yes,No,0,2010-11-05,NISSAN
27877,"Nissan North America, Inc.",Yes,No,0,2010-10-30,NISSAN
27878,"Nissan North America, Inc.",Yes,No,1,2011-05-06,NISSAN
27879,"Nissan North America, Inc.",Yes,No,0,2011-08-04,NISSAN
27880,"Nissan North America, Inc.",Yes,No,1,2011-09-19,NISSAN
27881,"Nissan North America, Inc.",Yes,No,0,2011-09-23,NISSAN
27882,"Nissan North America, Inc.",No,Yes,0,2011-01-03,NISSAN
27883,"Nissan North America, Inc.",Yes,No,0,2011-06-06,NISSAN
27884,"Nissan North America, Inc.",Yes,No,0,2012-11-02,NISSAN
27885,"Nissan North America, Inc.",No,Yes,0,2013-05-22,NISSAN
27886,"Nissan North America, Inc.",No,Yes,0,2013-07-03,NISSAN
27887,"Nissan North America, Inc.",No,Yes,0,2014-01-10,NISSAN
27888,"Nissan North America, Inc.",No,Yes,0,2014-01-20,NISSAN
27889,"Nissan North America, Inc.",Yes,No,4,2012-04-11,NISSAN
